2020-10-25 17:19:35.587 - INFO - 5397 - azureml.train.automl.automlconfig._start_execution:217 - No compute target or run config provided. Running local legacy run.
2020-10-25 17:19:35.589 - INFO - 5397 - azureml.train.automl.automlconfig._start_execution:257 - Submitting local legacy run.
2020-10-25 17:19:35.597 - INFO - 5397 - azureml.automl.core.package_utilities._log_activity:46 - ActivityStarted: PackagesCheck
2020-10-25 17:19:35.598 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-graphrbac, Version: 0.61.1 found.
2020-10-25 17:20:47.664 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Finished applying transforms
2020-10-25 17:20:47.665 - INFO - 5397 - azureml.automl.runtime.shared.memory_utilities._is_low_memory:208 - Total ram: 14683119616 bytes, Current Available memory: 10655039488 bytes. Low memory threshold: 0.5
2020-10-25 17:20:47.689 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Starting to apply transforms. Total ram: 14683119616 bytes
2020-10-25 17:20:47.690 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.690 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:47.693 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.693 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.694 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:47.696 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.697 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.697 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:47.700 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.700 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.700 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:47.703 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.704 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.704 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:47.706 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.707 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.707 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:47.710 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.710 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.711 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:47.713 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.714 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.714 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:47.717 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.717 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.717 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:47.732 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.732 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.732 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:47.747 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.747 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.748 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:47.763 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.764 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.764 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:47.779 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.779 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.779 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Applying transform.
2020-10-25 17:20:47.810 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Finished applying transform. Shape (7688, 10)
2020-10-25 17:20:47.811 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.811 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Applying transform.
2020-10-25 17:20:47.844 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Finished applying transform. Shape (7688, 5)
2020-10-25 17:20:47.845 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.845 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Applying transform.
2020-10-25 17:20:47.876 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Finished applying transform. Shape (7688, 37)
2020-10-25 17:20:47.876 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.876 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Applying transform.
2020-10-25 17:20:47.924 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Finished applying transform. Shape (7688, 24)
2020-10-25 17:20:47.925 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.925 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Applying transform.
2020-10-25 17:20:47.956 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - StringCastTransformer,CountVectorizer: Finished applying transform. Shape (7688, 8)
2020-10-25 17:20:47.957 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.957 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:47.972 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.973 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.973 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:47.987 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:47.988 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:47.988 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.002 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.003 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.003 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.018 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.018 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.019 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.032 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.033 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.033 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.047 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.048 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.048 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.063 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.064 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.064 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.080 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.081 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.081 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.096 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.097 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.097 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.114 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.115 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.115 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.130 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.131 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.131 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.145 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.146 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.146 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.160 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.161 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.161 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.176 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.177 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.177 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.192 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.192 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.192 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.206 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.207 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.207 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.221 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.222 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.222 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.235 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.236 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.236 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.251 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.251 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.251 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.265 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.266 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.266 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.280 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.281 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.281 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.296 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.297 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10655174656 bytes
2020-10-25 17:20:48.297 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Applying transform.
2020-10-25 17:20:48.311 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - CatImputer,StringCastTransformer,LabelEncoderTransformer: Finished applying transform. Shape (7688, 1)
2020-10-25 17:20:48.311 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Finished applying transforms
2020-10-25 17:20:48.312 - INFO - 5397 - azureml.automl.runtime.shared.memory_utilities._is_low_memory:208 - Total ram: 14683119616 bytes, Current Available memory: 10655174656 bytes. Low memory threshold: 0.5
2020-10-25 17:20:48.325 - INFO - 5397 - azureml.automl.runtime.data_transformation._create_cv_splits_transformed_data:1397 - _X_train_transformed: (15377, 119)
y_train: (15377,)
X_test_transformed: (7688, 119)
y_test: (7688,)
size of split is: 5069768

2020-10-25 17:20:48.325 - INFO - 5397 - azureml.automl.runtime.shared.cache_store._log_activity:46 - ActivityStarted: add
2020-10-25 17:20:48.326 - INFO - 5397 - azureml.automl.runtime.shared.file_cache_store.add:105 - Uploading key: featurized_cv_split_1
2020-10-25 17:20:48.588 - INFO - 5397 - azureml.automl.runtime.shared.file_cache_store._persist_saved_as_file:270 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>}
2020-10-25 17:20:48.588 - INFO - 5397 - azureml.automl.runtime.shared.file_cache_store._upload:313 - Uploaded key: featurized_cv_split_1
2020-10-25 17:20:48.589 - INFO - 5397 - azureml.automl.runtime.shared.cache_store._log_activity:70 - ActivityCompleted: Activity=add, HowEnded=Success, Duration=263.94[ms]
2020-10-25 17:20:48.589 - INFO - 5397 - azureml.automl.runtime.data_transformation._update_cache_with_featurized_data:459 - Adding pickle key: featurized_cv_split_1
2020-10-25 17:20:49.502 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Starting to apply transforms. Total ram: 14683119616 bytes
2020-10-25 17:20:49.503 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10649755648 bytes
2020-10-25 17:20:49.503 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:49.506 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (15377, 1)
2020-10-25 17:20:49.507 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10649755648 bytes
2020-10-25 17:20:49.507 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:49.509 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (15377, 1)
2020-10-25 17:20:49.510 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10649755648 bytes
2020-10-25 17:20:49.510 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:49.513 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (15377, 1)
2020-10-25 17:20:49.515 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10649755648 bytes
2020-10-25 17:20:49.515 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:49.518 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (15377, 1)
2020-10-25 17:20:49.518 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10649755648 bytes
2020-10-25 17:20:49.519 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:49.522 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (15377, 1)
2020-10-25 17:20:49.522 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10649755648 bytes
2020-10-25 17:20:49.523 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
2020-10-25 17:20:49.525 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Finished applying transform. Shape (15377, 1)
2020-10-25 17:20:49.526 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Transform memory estimate: 0 bytes, Current available memory: 10649755648 bytes
2020-10-25 17:20:49.526 - INFO - 5397 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - SimpleImputer: Applying transform.
